               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,            0.019263,            0.021022,            0.074973,             0.83904,             0.74059,             0.82424,             0.71364,           0.0096048,            0.014606,             0.06899,            0.007525,            0.007525,            0.007525
                  27,            0.019028,            0.020302,            0.072939,             0.86985,             0.72261,             0.80459,             0.62507,            0.012792,            0.015176,            0.066931,            0.007426,            0.007426,            0.007426
                  28,            0.018993,            0.020277,            0.071164,             0.87806,             0.74154,             0.83211,             0.72977,            0.010687,            0.014505,            0.064835,            0.007327,            0.007327,            0.007327
                  29,            0.019354,            0.021275,            0.069026,             0.90289,             0.75461,             0.85555,             0.71855,            0.011841,            0.014899,            0.062711,            0.007228,            0.007228,            0.007228
                  30,            0.019304,            0.020451,            0.066979,             0.90257,              0.7819,             0.86492,             0.67691,            0.013719,             0.01588,            0.060959,            0.007129,            0.007129,            0.007129
                  31,            0.019432,            0.021109,            0.064937,             0.90225,             0.79457,             0.87437,             0.76869,             0.01121,            0.014814,            0.058903,             0.00703,             0.00703,             0.00703
                  32,            0.019213,            0.020135,            0.062489,             0.93668,             0.81208,             0.89584,             0.75207,            0.013268,            0.015533,            0.056384,            0.006931,            0.006931,            0.006931
                  33,            0.019169,            0.020946,             0.05965,             0.94178,             0.81159,             0.90624,             0.76992,            0.014067,            0.016462,            0.053651,            0.006832,            0.006832,            0.006832
                  34,            0.019541,            0.021403,            0.056964,              0.9459,               0.833,             0.91425,             0.78383,            0.011528,            0.014525,            0.050916,            0.006733,            0.006733,            0.006733
                  35,            0.019459,            0.021501,            0.054507,             0.94465,              0.8554,             0.93614,             0.76562,            0.014401,            0.015061,            0.048385,            0.006634,            0.006634,            0.006634
                  36,            0.019914,            0.020937,            0.052187,             0.94508,             0.86552,             0.94667,             0.85489,            0.011109,            0.014687,            0.046027,            0.006535,            0.006535,            0.006535
                  37,            0.019372,            0.020402,            0.049182,             0.95161,             0.88319,             0.95259,             0.83368,            0.011102,            0.014043,            0.043503,            0.006436,            0.006436,            0.006436
                  38,            0.019957,            0.021336,            0.046884,             0.95483,             0.89766,             0.95762,             0.80229,            0.012807,            0.015108,            0.041314,            0.006337,            0.006337,            0.006337
                  39,             0.01987,            0.021259,            0.044696,             0.95583,             0.88908,             0.95888,             0.83225,            0.012878,            0.015651,            0.038606,            0.006238,            0.006238,            0.006238
                  40,            0.020017,            0.021409,            0.042214,              0.9504,             0.90534,             0.96319,             0.81868,            0.013973,            0.015858,              0.0363,            0.006139,            0.006139,            0.006139
                  41,            0.020764,            0.022062,            0.039838,             0.95666,             0.90603,             0.96791,             0.83874,            0.013053,            0.015656,            0.034278,             0.00604,             0.00604,             0.00604
                  42,            0.020178,            0.021652,            0.037951,             0.94999,             0.92418,             0.97393,             0.84836,            0.011634,            0.014647,            0.032143,            0.005941,            0.005941,            0.005941
                  43,            0.020531,            0.021581,            0.035386,             0.96496,             0.92536,             0.98158,             0.88841,            0.013108,            0.015902,            0.030215,            0.005842,            0.005842,            0.005842
                  44,            0.019837,            0.020811,            0.033319,              0.9549,             0.94793,             0.98522,             0.85991,            0.014902,            0.016163,            0.028317,            0.005743,            0.005743,            0.005743
                  45,            0.020253,            0.021114,            0.031606,             0.95964,             0.95665,             0.98966,             0.87584,            0.014328,            0.016236,            0.026582,            0.005644,            0.005644,            0.005644
                  46,            0.020209,             0.02064,            0.030278,             0.96586,             0.95696,             0.99107,             0.86227,            0.014009,             0.01609,            0.025082,            0.005545,            0.005545,            0.005545
                  47,            0.019904,            0.021606,            0.028346,             0.96758,             0.95875,             0.99286,             0.82821,            0.012924,            0.015614,            0.023538,            0.005446,            0.005446,            0.005446
                  48,            0.019642,             0.02123,            0.026523,             0.96764,             0.95934,               0.995,             0.91037,            0.010772,            0.014382,            0.021939,            0.005347,            0.005347,            0.005347
                  49,            0.019448,             0.02049,            0.025382,             0.97205,             0.95845,             0.99471,             0.91071,            0.011214,            0.014559,            0.020511,            0.005248,            0.005248,            0.005248
                  50,            0.019526,            0.020871,            0.024036,             0.97425,             0.96191,               0.995,             0.91604,            0.012001,            0.014578,            0.019171,            0.005149,            0.005149,            0.005149
                  51,            0.019225,            0.020259,            0.022701,             0.96898,             0.97527,               0.995,             0.91224,           0.0096494,            0.013434,            0.018072,             0.00505,             0.00505,             0.00505
                  52,            0.018833,            0.020262,            0.021261,             0.97623,             0.97511,               0.995,             0.93595,            0.010846,            0.014073,            0.016815,            0.004951,            0.004951,            0.004951
                  53,            0.018654,            0.019711,            0.020312,             0.97738,             0.97576,               0.995,              0.9291,           0.0099558,            0.013561,             0.01576,            0.004852,            0.004852,            0.004852
                  54,            0.018481,            0.020289,            0.019454,             0.98046,             0.97596,               0.995,             0.90429,            0.011405,            0.013702,             0.01496,            0.004753,            0.004753,            0.004753
                  55,            0.018214,            0.019301,            0.018452,             0.97291,             0.98653,               0.995,             0.91303,           0.0097051,            0.013372,             0.01421,            0.004654,            0.004654,            0.004654
                  56,            0.017937,            0.019797,            0.017524,             0.98058,             0.98848,               0.995,             0.92281,            0.010616,            0.013586,            0.013283,            0.004555,            0.004555,            0.004555
                  57,            0.017919,            0.019942,            0.017053,             0.97711,             0.99139,               0.995,              0.9222,            0.010197,            0.013546,            0.012861,            0.004456,            0.004456,            0.004456
                  58,            0.017696,            0.019666,            0.016317,             0.97757,             0.99228,               0.995,             0.91762,            0.010264,            0.013217,            0.012296,            0.004357,            0.004357,            0.004357
                  59,            0.017183,            0.018691,            0.015578,             0.97841,             0.99769,               0.995,               0.926,           0.0095442,            0.012901,            0.011691,            0.004258,            0.004258,            0.004258
                  60,            0.016876,            0.019324,            0.014886,             0.98079,             0.99935,               0.995,             0.93035,           0.0099949,             0.01356,            0.011023,            0.004159,            0.004159,            0.004159
                  61,             0.01707,            0.019039,            0.014709,              0.9819,             0.99949,               0.995,             0.91706,           0.0098753,            0.012809,            0.010858,             0.00406,             0.00406,             0.00406
                  62,            0.016862,            0.018788,            0.014134,             0.98197,             0.99965,               0.995,              0.9315,           0.0091974,            0.012834,            0.010563,            0.003961,            0.003961,            0.003961
                  63,            0.016348,            0.018644,            0.013741,             0.98415,                   1,               0.995,             0.93331,           0.0083534,            0.012772,            0.010112,            0.003862,            0.003862,            0.003862
                  64,             0.01588,            0.018378,            0.013354,             0.98441,              0.9999,               0.995,             0.93191,           0.0098812,            0.012965,           0.0096791,            0.003763,            0.003763,            0.003763
                  65,            0.015496,            0.018081,            0.013061,             0.98614,             0.99949,               0.995,             0.95552,             0.00876,            0.012316,           0.0093672,            0.003664,            0.003664,            0.003664
                  66,            0.015242,            0.017786,             0.01267,               0.986,                   1,               0.995,             0.94124,           0.0085718,            0.012264,           0.0091695,            0.003565,            0.003565,            0.003565
                  67,            0.014993,            0.017115,             0.01252,             0.98675,                   1,               0.995,              0.9574,           0.0070274,            0.011359,           0.0089491,            0.003466,            0.003466,            0.003466
                  68,            0.014528,             0.01765,            0.011852,             0.98708,                   1,               0.995,              0.9592,           0.0076499,            0.011572,           0.0084165,            0.003367,            0.003367,            0.003367
                  69,            0.014674,            0.017659,            0.011711,             0.98622,                   1,               0.995,             0.93752,            0.009035,            0.012093,           0.0083005,            0.003268,            0.003268,            0.003268
                  70,            0.014276,            0.017196,            0.011502,             0.98746,                   1,               0.995,             0.96178,           0.0076087,            0.011799,           0.0081653,            0.003169,            0.003169,            0.003169
                  71,            0.013928,            0.016893,            0.011294,             0.98822,                   1,               0.995,             0.95263,           0.0078283,            0.011402,           0.0079912,             0.00307,             0.00307,             0.00307
                  72,            0.013709,            0.017142,            0.010854,             0.98798,                   1,               0.995,               0.957,           0.0074767,            0.011286,           0.0075967,            0.002971,            0.002971,            0.002971
                  73,            0.013441,            0.016718,            0.010452,             0.98847,                   1,               0.995,             0.97092,           0.0067564,            0.010871,           0.0074076,            0.002872,            0.002872,            0.002872
                  74,            0.013032,             0.01636,            0.010283,             0.98867,                   1,               0.995,              0.9725,           0.0065939,              0.0105,           0.0072734,            0.002773,            0.002773,            0.002773
                  75,            0.012842,            0.016473,            0.010245,             0.98888,                   1,               0.995,             0.95187,             0.00727,            0.010276,           0.0070543,            0.002674,            0.002674,            0.002674
                  76,            0.012628,            0.015952,           0.0099319,             0.98881,                   1,               0.995,             0.97972,           0.0061033,            0.010118,           0.0068153,            0.002575,            0.002575,            0.002575
                  77,            0.012545,            0.016146,           0.0097417,             0.98824,                   1,               0.995,              0.9768,           0.0065215,            0.010473,            0.006669,            0.002476,            0.002476,            0.002476
                  78,            0.012081,            0.015197,           0.0094068,             0.98929,                   1,               0.995,             0.98185,           0.0059539,            0.009944,           0.0065619,            0.002377,            0.002377,            0.002377
                  79,            0.011772,            0.014932,            0.009375,             0.98919,                   1,               0.995,             0.98382,           0.0055763,           0.0094786,           0.0063661,            0.002278,            0.002278,            0.002278
                  80,            0.011427,             0.01514,            0.009073,             0.98983,                   1,               0.995,             0.96371,           0.0064002,            0.010036,           0.0060975,            0.002179,            0.002179,            0.002179
                  81,            0.011308,            0.015826,           0.0088336,             0.98971,                   1,               0.995,             0.96237,           0.0060382,           0.0097799,           0.0060301,             0.00208,             0.00208,             0.00208
                  82,            0.011047,            0.015129,           0.0087932,             0.98909,                   1,               0.995,             0.98131,           0.0061606,           0.0096779,            0.005849,            0.001981,            0.001981,            0.001981
                  83,            0.010867,             0.01473,           0.0086643,              0.9895,                   1,               0.995,              0.9806,           0.0058531,           0.0096025,            0.005723,            0.001882,            0.001882,            0.001882
                  84,            0.010459,            0.014134,           0.0084262,             0.98968,                   1,               0.995,             0.98557,           0.0055607,           0.0093956,           0.0055059,            0.001783,            0.001783,            0.001783
                  85,             0.01013,            0.013802,           0.0081396,             0.98989,                   1,               0.995,             0.99143,            0.005294,            0.009254,            0.005372,            0.001684,            0.001684,            0.001684
                  86,           0.0099808,            0.014302,           0.0081314,             0.99018,                   1,               0.995,             0.99267,           0.0049545,           0.0087705,           0.0052445,            0.001585,            0.001585,            0.001585
                  87,           0.0096083,            0.013433,           0.0078322,             0.99009,                   1,               0.995,             0.98744,           0.0047594,           0.0087585,           0.0050913,            0.001486,            0.001486,            0.001486
                  88,           0.0093078,            0.013707,           0.0076852,              0.9906,                   1,               0.995,             0.98304,           0.0047515,           0.0087357,             0.00492,            0.001387,            0.001387,            0.001387
                  89,           0.0090739,            0.013236,           0.0076958,             0.99076,                   1,               0.995,             0.99115,           0.0044987,           0.0085201,           0.0047539,            0.001288,            0.001288,            0.001288
                  90,           0.0086901,            0.013172,           0.0073254,              0.9904,                   1,               0.995,             0.98996,           0.0043506,           0.0083079,            0.004626,            0.001189,            0.001189,            0.001189
                  91,           0.0083135,            0.012788,           0.0073273,              0.9906,                   1,               0.995,             0.99267,           0.0044172,           0.0085244,           0.0045155,             0.00109,             0.00109,             0.00109
                  92,           0.0081273,            0.013364,           0.0070923,             0.99087,                   1,               0.995,             0.99308,           0.0043194,           0.0080152,           0.0043399,            0.000991,            0.000991,            0.000991
                  93,           0.0077949,            0.012297,           0.0069833,             0.99058,                   1,               0.995,             0.99364,            0.003872,           0.0078158,            0.004155,            0.000892,            0.000892,            0.000892
                  94,           0.0075444,            0.012464,           0.0067688,             0.99075,                   1,               0.995,               0.994,           0.0038696,           0.0075564,           0.0040301,            0.000793,            0.000793,            0.000793
                  95,           0.0072832,            0.012234,           0.0065462,              0.9906,                   1,               0.995,             0.99236,           0.0037849,           0.0076804,           0.0039097,            0.000694,            0.000694,            0.000694
                  96,           0.0069373,            0.011771,           0.0064363,             0.99123,                   1,               0.995,             0.99359,             0.00368,           0.0075374,           0.0037627,            0.000595,            0.000595,            0.000595
                  97,           0.0066985,             0.01114,           0.0063503,             0.99113,                   1,               0.995,             0.99407,           0.0036289,           0.0072465,           0.0035942,            0.000496,            0.000496,            0.000496
                  98,           0.0063107,            0.011055,           0.0062451,             0.99147,                   1,               0.995,             0.99446,           0.0035572,           0.0072417,           0.0034996,            0.000397,            0.000397,            0.000397
                  99,           0.0061481,            0.010839,           0.0060542,             0.99151,                   1,               0.995,             0.99446,           0.0035491,           0.0073314,           0.0033815,            0.000298,            0.000298,            0.000298
